material_area	function	placement
motor_8	parameter	t2.7mm
motor_9	function	panel_mounting
motor_9	accuracy	rough
motor_9	instanceOf	part
motor_9	type	motor
motor_9	attribute	rigid
motor_9	shape	lump
motor_9	shape	cube
motor_9	parameter	d10mm
motor_9	parameter	t2.7mm
motor_10	function	panel_mounting
motor_10	accuracy	rough
motor_10	instanceOf	part
motor_10	type	motor
motor_10	attribute	rigid
motor_10	shape	lump
motor_10	shape	cube
motor_10	parameter	d10mm
motor_10	parameter	t3mm
motor_11	function	panel_mounting
motor_11	accuracy	rough
motor_11	instanceOf	part
motor_11	type	motor
motor_11	attribute	rigid
motor_11	shape	lump
motor_11	shape	cube
motor_11	parameter	d10mm
motor_11	parameter	t3mm
motor_12	function	panel_mounting
motor_12	accuracy	rough
motor_12	instanceOf	part
motor_12	type	motor
motor_12	attribute	rigid
motor_12	shape	lump
motor_12	shape	cube
motor_12	parameter	d10mm
motor_12	parameter	t3.4mm
motor_13	function	panel_mounting
motor_13	accuracy	rough
motor_13	instanceOf	part
motor_13	type	motor
motor_13	attribute	rigid
motor_13	shape	lump
motor_13	shape	cube
motor_13	parameter	d10mm
motor_13	parameter	t3.4mm
motor_14	function	panel_mounting
motor_14	accuracy	rough
motor_14	instanceOf	part
motor_14	type	motor
motor_14	attribute	rigid
motor_14	shape	lump
motor_14	shape	cube
motor_14	parameter	d8mm
motor_14	parameter	t3.4mm
motor_15	function	panel_mounting
motor_15	accuracy	rough
motor_15	instanceOf	part
motor_15	type	motor
motor_15	attribute	rigid
motor_15	shape	lump
motor_15	shape	cube
motor_15	parameter	d8mm
motor_15	parameter	t3.4mm
motor_16	function	panel_mounting
motor_16	accuracy	rough
motor_16	instanceOf	part
motor_16	type	motor
motor_16	attribute	rigid
motor_16	shape	lump
motor_16	shape	cube
motor_16	parameter	d8mm
motor_16	parameter	t3.4mm
motor_17	function	panel_mounting
motor_17	accuracy	rough
motor_17	instanceOf	part
motor_17	type	motor
motor_17	attribute	rigid
motor_17	shape	lump
motor_17	shape	cube
motor_17	parameter	d8mm
motor_17	parameter	t3.4mm
